0.352625 0.352178 0.351286 0.349953 0.348186 0.345993 0.343383 0.340369 0.336965 0.333187 0.329053 0.324583 0.319797 0.314718 0.309371 0.303781 0.297976 0.291984 0.285833 0.279555 0.273181 0.266743 0.260273 0.253804 0.24737 0.241005 0.234541 0.228013 0.221455 0.2149 0.20838 0.201929 0.195579 0.18936 0.183303 0.177438 0.171792 0.166393 0.161266 0.156436 0.151925 0.147755 0.143945 0.140512 0.137473 0.134841 0.13263 0.130848 0.129505 0.128606 0.128155 
0.259457 0.259341 0.259109 0.258764 0.258308 0.257744 0.257076 0.256309 0.255449 0.254503 0.253477 0.252379 0.251218 0.250003 0.248744 0.24745 0.246133 0.244805 0.243475 0.242157 0.240863 0.239606 0.238397 0.237251 0.23618 0.235197 0.234116 0.23295 0.231711 0.230413 0.229069 0.227691 0.226293 0.224887 0.223486 0.222099 0.22074 0.219419 0.218146 0.216931 0.215783 0.214711 0.213723 0.212826 0.212027 0.211331 0.210743 0.210268 0.209908 0.209667 0.209546 
0.213929 0.213953 0.214 0.214072 0.21417 0.214294 0.214446 0.214628 0.214842 0.215091 0.215377 0.215703 0.216072 0.216487 0.216953 0.217472 0.218049 0.218687 0.219392 0.220166 0.221016 0.221944 0.222956 0.224056 0.225248 0.226538 0.227729 0.228827 0.229835 0.230759 0.231603 0.232372 0.23307 0.233701 0.23427 0.234782 0.235239 0.235647 0.236009 0.236328 0.236608 0.236853 0.237064 0.237245 0.237398 0.237525 0.237628 0.237709 0.237768 0.237807 0.237826 
0.186665 0.186748 0.186913 0.18716 0.18749 0.187904 0.188401 0.188983 0.189649 0.190401 0.191238 0.192163 0.193175 0.194276 0.195467 0.196748 0.198121 0.199586 0.201145 0.202798 0.204547 0.206393 0.208337 0.210379 0.212522 0.214765 0.21691 0.218957 0.220908 0.222764 0.224525 0.226193 0.227769 0.229254 0.230649 0.231955 0.233174 0.234306 0.235352 0.236314 0.237192 0.237988 0.238701 0.239333 0.239885 0.240357 0.240749 0.241062 0.241297 0.241453 0.241531 
0.165191 0.165298 0.165511 0.165831 0.166258 0.166791 0.167431 0.168177 0.169029 0.169989 0.171054 0.172226 0.173503 0.174887 0.176376 0.177972 0.179672 0.181478 0.183389 0.185405 0.187525 0.189749 0.192077 0.194507 0.197041 0.199677 0.202214 0.204653 0.206992 0.209231 0.21137 0.213408 0.215346 0.217182 0.218918 0.220552 0.222084 0.223514 0.224843 0.226069 0.227193 0.228216 0.229136 0.229954 0.23067 0.231283 0.231795 0.232204 0.232511 0.232715 0.232817 
0.144108 0.144224 0.144456 0.144805 0.145269 0.145849 0.146545 0.147356 0.148282 0.149323 0.150478 0.151747 0.153129 0.154624 0.156232 0.15795 0.15978 0.16172 0.16377 0.165928 0.168194 0.170566 0.173045 0.175629 0.178316 0.181106 0.183798 0.18639 0.188882 0.191272 0.19356 0.195744 0.197824 0.199799 0.201669 0.203432 0.205087 0.206635 0.208075 0.209406 0.210627 0.211739 0.212741 0.213633 0.214413 0.215083 0.215641 0.216088 0.216423 0.216647 0.216759 
0.121028 0.121147 0.121386 0.121744 0.122222 0.122819 0.123534 0.124367 0.125319 0.126388 0.127574 0.128877 0.130295 0.131828 0.133476 0.135238 0.137112 0.139098 0.141196 0.143403 0.145719 0.148143 0.150674 0.15331 0.15605 0.158894 0.161639 0.164284 0.166829 0.169271 0.17161 0.173845 0.175974 0.177997 0.179913 0.181721 0.18342 0.185008 0.186487 0.187854 0.18911 0.190253 0.191283 0.1922 0.193003 0.193692 0.194267 0.194727 0.195073 0.195303 0.195418 
0.0948394 0.0949596 0.0951999 0.0955603 0.0960404 0.0966402 0.0973592 0.0981972 0.0991537 0.100228 0.10142 0.102729 0.104155 0.105696 0.107352 0.109121 0.111004 0.112999 0.115106 0.117323 0.119648 0.122082 0.124623 0.127269 0.13002 0.132874 0.135629 0.138285 0.140839 0.143292 0.145641 0.147886 0.150025 0.152058 0.153983 0.155799 0.157507 0.159104 0.16059 0.161965 0.163228 0.164377 0.165413 0.166336 0.167144 0.167837 0.168415 0.168878 0.169226 0.169457 0.169573 
0.0649836 0.0651033 0.0653427 0.0657015 0.0661798 0.0667771 0.0674933 0.0683279 0.0692807 0.0703511 0.0715385 0.0728425 0.0742624 0.0757975 0.0774471 0.0792104 0.0810866 0.0830746 0.0851737 0.0873828 0.0897008 0.0921267 0.0946594 0.0972975 0.10004 0.102885 0.105633 0.10828 0.110827 0.113272 0.115613 0.11785 0.119983 0.122008 0.123927 0.125737 0.127439 0.12903 0.130511 0.131881 0.133139 0.134284 0.135317 0.136236 0.137041 0.137732 0.138308 0.138769 0.139115 0.139346 0.139461 
0.0311457 0.0312644 0.0315017 0.0318576 0.0323319 0.0329243 0.0336346 0.0344625 0.0354075 0.0364693 0.0376473 0.038941 0.0403499 0.0418732 0.0435103 0.0452605 0.0471229 0.0490967 0.051181 0.0533748 0.0556773 0.0580872 0.0606037 0.0632255 0.0659514 0.0687804 0.0715111 0.0741423 0.0766729 0.0791017 0.0814277 0.0836499 0.0857672 0.0877786 0.0896834 0.0914806 0.0931695 0.0947492 0.096219 0.0975784 0.0988267 0.0999633 0.100988 0.101899 0.102698 0.103383 0.103955 0.104412 0.104756 0.104985 0.105099 
